"","x"
"4196",3875009.94525182
"4197",17576364.9877324
"4198",159390.696334441
"4199",8865115.12601998
"4200",61742325.1225488
"4201",50474169.4275382
"4202",16424778.2672429
"4203",7664816.75027477
"4204",39355927.5351425
"4205",1011644.49235424
"4206",6558179.58649635
"4207",346665958.915687
"4208",402810233.753482
"4209",7446220.65700224
"4210",81701092.5253994
"4211",19140390.8377738
"4212",307715462.308237
"4213",730042.785562837
"4214",15415145.827689
"4215",802128.836421232
"4216",766817.021496807
"4217",263508.559879312
"4218",32697693.5590261
"4219",12839573.6196599
"4220",7869931.50934852
"4221",276548.467302443
"4222",211951.956019026
"4223",30100579.7290848
"4224",937350.86053774
"4225",25024802.1969073
"4226",8689750.39547791
"4227",19800285.2172898
"4228",47652.6590926933
"4229",39934481.1889571
"4230",21067055.2679284
"4231",2040473.00974604
"4232",3309042.42662061
"4233",42531670.0947252
"4234",8643949.45949038
"4235",1220944.65296313
"4236",1725052.28347317
"4237",941994.993753072
"4238",23948783.2938876
"4239",42124270.4283179
"4240",125116108.57921
"4241",78166688.3234746
"4242",7174349.0421784
"4243",584469.232060941
"4244",51069451.257735
"4245",927425.191552208
"4246",900241.115667364
"4247",29756625.2538341
"4248",2356600.51625485
"4249",13821137.9390126
"4250",21979175.1383527
"4251",679785.323297051
"4252",71999290.9234713
"4253",50850495.4292871
"4254",68740217.0125051
"4255",24093645.6876659
"4256",234675427.322404
"4257",80376563.8611651
"4258",18417306.5913061
"4259",467451.29139425
"4260",136171838.457853
"4261",3974770.07431642
"4262",212254.716549058
"4263",1876203.30579598
"4264",203315322.462523
"4265",3946053.95496686
"4266",5390586.05362955
"4267",4318484.00557646
"4268",2319801.56339693
"4269",1742141.72134484
"4270",259307223.647507
"4271",35710346.5188629
"4272",48539.5873431883
"4273",20808650.6088776
"4274",50126661.5226972
"4275",3421670.83166952
"4276",16576633.1696443
"4277",16670710.0869794
"4278",9937096.86937861
"4279",13718147.0442918
"4280",187613.693951363
"4281",1686223.79324786
"4282",19493902.9320516
"4283",108322.604479326
"4284",4053459.98447867
"4285",45625.3425507409
"4286",301065858.315127
"4287",13684421.5026257
"4288",51310612.9154645
"4289",51554121.6999283
"4290",37058815.9725111
"4291",4735363.76053245
"4292",1402991.49606651
"4293",3593893.06545002
"4294",87405159.0984524
"4295",108033738.187466
"4296",18616229.7968855
"4297",10105943.2283609
"4298",1116189.37516323
"4299",10185405.7523048
"4300",28300457.7580084
"4301",2290445.47020837
"4302",1430187.35487044
"4303",1250139.95192251
"4304",8477506.45260658
"4305",6215310.30494905
"4306",18192111.5816415
"4307",182292.711764056
"4308",119871.497715824
"4309",23615446.0252976
"4310",2080402.37472127
"4311",496818.133740061
"4312",36107257.4332369
"4313",92461447.743216
"4314",5395149.84135238
"4315",103750278.99149
"4316",123614143.140033
"4317",1185881.01535348
"4318",25725377.0380881
"4319",334451.645940817
"4320",3453293.49067266
"4321",40062780.357283
"4322",1964424.67899556
"4323",3894873.1005886
"4324",2204536.63830375
"4325",431377.707938035
"4326",6563416.59964455
"4327",36984589.4172194
"4328",1500646.54161032
"4329",112199.929780441
"4330",400104367.827476
"4331",32669905.0538725
"4332",34423612.1438258
"4333",1045817.66837525
"4334",54807698.3656064
"4335",47062021.6100516
"4336",32616868.1913466
"4337",107530.300984449
"4338",158393785.526027
"4339",43374945.3474848
"4340",2508694.85696617
"4341",7466611.48149731
"4342",1876544.8806345
"4343",39038494.5335169
"4344",1957967.77244769
"4345",649682.914859277
"4346",38048925.3917141
"4347",71617472.9762767
"4348",210167.690185381
"4349",130967615.285978
"4350",1011028.65617252
"4351",140900645.949792
"4352",671830.770703667
"4353",99628717.3683988
"4354",24492572.8972919
"4355",7714179.01509595
"4356",517307.226923095
"4357",29862358.2900796
"4358",2418396.19821053
"4359",3620438.91468936
"4360",42685052.3367052
"4361",35365245.0145431
"4362",2496088.93317645
"4363",33513844.8643517
"4364",27731863.123867
"4365",2329731.84768394
"4366",20400291.427278
"4367",12469710.6889161
"4368",55328632.9122921
"4369",14242719.5127631
"4370",57086371.877625
"4371",9700906.29148033
"4372",21199958.6336748
"4373",9392197.22551353
"4374",24760811.4392758
"4375",3828002.51497374
"4376",105979.830246617
"4377",4479853.93598728
"4378",7321984.52119957
"4379",95794098.1835355
"4380",62420911.6069081
"4381",58944845.6040467
"4382",102014182.272715
"4383",169323408.999988
"4384",26390139.6266051
"4385",287501.269546668
"4386",16430275.484059
"4387",11620072.4100311
"4388",24128648.2139299
"4389",124020163.584052
"4390",2077372.25966798
"4391",468321.820341551
"4392",68009908.0835121
"4393",17371009.5615907
"4394",22848805.4666945
"4395",9667973.50708945
"4396",35729151.8804699
"4397",21678677.194356
"4398",113171881.871611
"4399",348353.31419594
"4400",3609729.42308591
"4401",7526955.29501551
"4402",2992122.83122773
"4403",9487139.41627335
"4404",31453267.1682616
"4405",7942414.50401015
"4406",432227.698277934
"4407",1159399.66389789
"4408",384113.622223596
"4409",703405.030834644
"4410",3996381.18677926
"4411",5747964.41045069
"4412",46742594.4741346
"4413",30273545.8852305
"4414",1954093.81636448
"4415",3225462.8204644
"4416",200280.188134021
"4417",104950951.456324
"4418",356464.665060981
"4419",40336298.7537164
"4420",269541839.163508
"4421",1454177.46468244
"4422",1355029.85123007
"4423",964965.369296423
"4424",646370.382636455
"4425",3736956.30533698
"4426",5661626.08519997
"4427",24983638.1447818
"4428",1227417.34383104
"4429",952263.916563919
"4430",150504.187760716
"4431",99742.3142027109
"4432",77626422.4067433
"4433",133841226.662128
"4434",176568587.67365
"4435",8070320.91129848
"4436",6141001.6297594
"4437",842880.224722537
"4438",628676.411048806
"4439",7943570.3233417
"4440",270136.411561233
"4441",44140404.4158121
"4442",439092.203189552
"4443",58902.6746937695
"4444",440929.542410983
"4445",8827172.24700482
"4446",371541.14062378
"4447",53757058.6128855
"4448",1976841.31233997
"4449",1698451.59977479
"4450",110760044.48302
"4451",256121774.840656
"4452",18002776.4718763
"4453",845277.558489246
"4454",435525.403797096
"4455",1713415.15146117
"4456",44701070.95099
"4457",1285492.99592398
"4458",299713.412836877
"4459",17478388.4051042
"4460",2572556.28139614
"4461",60250785.0399337
"4462",47516334.8349871
"4463",1094501.47121344
"4464",39136928.5237982
"4465",4360627.06979712
"4466",655083.376862606
"4467",10128823.6291827
"4468",464737.899292906
"4469",6083212.42465076
"4470",27099056.3574147
"4471",121083.729502525
"4472",96620074.1178535
"4473",3392243.78005378
"4474",9023811.37909619
"4475",3758061.5828856
"4476",56394.1479301597
"4477",7696282.26334372
"4478",1999081.9141625
"4479",643918.699903167
"4480",78588931.153201
"4481",1523139.05277872
"4482",3396507.34523151
"4483",1482534.67035487
"4484",239978.538420742
"4485",21457163.3470683
"4486",2521020.26716196
"4487",12184536.1573085
"4488",46524229.7359342
"4489",19208030.6474224
"4490",71307.4053159084
"4491",91472009.1930416
"4492",8902378.25423256
"4493",1664227.25796509
"4494",16735620.7540474
"4495",5459828.68954954
"4496",33050474.8654958
"4497",7959788.57726785
"4498",19316752.4272657
"4499",675651.313823748
"4500",39864257.950639
"4501",67648314.5314305
"4502",2378513.08666237
"4503",333938858.966546
"4504",4452853.66392613
"4505",545635.869311442
"4506",39479992.4594854
"4507",502597.017349261
"4508",718093.486047885
"4509",2278903.00848656
"4510",5164908.97655914
"4511",70729857.283684
"4512",103002.387059987
"4513",31104829.790138
"4514",4733423.81857834
"4515",138024674.907752
"4516",4670660.51912031
"4517",6710641.54424228
"4518",100802646.401839
"4519",75769588.9936455
"4520",7320599.38704371
"4521",7349341.91070698
"4522",47624796.8786083
"4523",6494039.29279631
"4524",1301588.73542743
"4525",909329.897052479
"4526",944127.693837912
"4527",8799029.49636554
"4528",1714914.98373327
"4529",887764.618865533
"4530",4652726.24718343
"4531",2511822.69848429
"4532",8660953.07317513
"4533",18464506.1933189
"4534",728400.845587009
"4535",64688529.7590143
"4536",8278125.39223114
"4537",4497108.75604969
"4538",19618313.5789192
"4539",633181.939499497
"4540",46905993.4351896
"4541",6399192.91394991
"4542",60102692.6084262
"4543",33338547.6202259
"4544",6392128.77384416
"4545",174927.765199558
"4546",223783.652706492
"4547",733707.857081416
"4548",2417272.68883233
"4549",975263.882706748
"4550",11953240.9922594
"4551",669187330.670608
"4552",65138607.8407589
"4553",3820662.59654426
"4554",262280332.278507
"4555",556307.271730929
"4556",10980317.5583001
"4557",14710492.9288317
"4558",4786208.61793839
"4559",17965805.688862
"4560",48712841.4847056
"4561",11585959.3781545
"4562",502076.022687033
"4563",157061271.519898
"4564",79241.5521366631
"4565",148487.209659265
"4566",19831118.6239655
"4567",42801275.2135606
"4568",3966669.02885751
"4569",5113653.61166694
"4570",4104018.51278106
"4571",421743.757936381
"4572",25077045.2834743
"4573",16588455.7926911
"4574",252844.400606165
"4575",627186.019970711
"4576",4910835.70763187
"4577",2104071.74292239
"4578",13973909.3684943
"4579",1239661.29828669
"4580",27652454.970664
"4581",5296794.78822187
"4582",45431348.8643984
"4583",82879382.1700945
"4584",933111.925532036
"4585",113464035.073774
"4586",5253670.62671627
"4587",3059645.45281955
"4588",140788956.557246
"4589",727944.035934103
"4590",853017711.168396
"4591",71564744.4099274
"4592",2620692.7261404
"4593",133091.704020916
"4594",19055642.9825937
"4595",358729482.166615
"4596",242231383.697537
"4597",10708581.3806894
"4598",86302589.2054415
"4599",8891414.47494669
"4600",2573699.5545668
"4601",34975690.7404917
"4602",17097467.1450626
"4603",14605633.1539972
"4604",9461874.07806154
"4605",89812232.8923451
"4606",120869637.096763
"4607",23256034.0267622
"4608",1183253.57404005
"4609",13363597.2066321
"4610",129962919.078405
"4611",15800429.5419194
"4612",10802787.9012049
"4613",17302222.0371578
"4614",21139391.9451704
"4615",2705767.07724038
"4616",212989.575522947
"4617",23472713.6087141
"4618",878549.598149483
"4619",4361546.21228976
"4620",1334937.05567588
"4621",123129335.807143
"4622",22455541.2742489
"4623",16358266.8474386
"4624",2120944.4666846
"4625",4679237.75268536
"4626",5162539.80899233
"4627",13664807.4280731
"4628",1298645.37638493
"4629",1706547.84635809
"4630",6105019.4789166
"4631",6094015.5025576
"4632",2574095.9250952
"4633",487675.839265848
"4634",781725.250189276
"4635",318083.956214135
"4636",60528392.4278917
"4637",3190993.61295745
"4638",4321530.41622142
"4639",142311.265424713
"4640",36291484.1062036
"4641",2391020.30781971
"4642",2764992.55130493
"4643",16944015.1157238
"4644",2199495.97381677
"4645",303329.90244647
"4646",660990269.726864
"4647",946392.967262117
"4648",2874920.91216594
"4649",58007138.8669892
"4650",72194164.4227444
"4651",52478837.8919233
"4652",215633010.527492
"4653",155517.968235315
"4654",55712288.716342
"4655",38373236.6297249
"4656",3965911.32340801
"4657",2460609.07668828
"4658",9463553.57723515
"4659",1810709.81123789
"4660",2350662.49948996
"4661",11680038.6103586
"4662",3303421.35124467
"4663",11269535.7367701
"4664",855719.773036539
"4665",23032241.8812445
"4666",10703262.4586404
"4667",98197466.7003803
"4668",537201.408912393
"4669",2388403.42266706
"4670",19106429.1145551
"4671",9034139.46460455
"4672",156321.826589524
"4673",5978524.19312164
"4674",1093897.46447336
"4675",1868461.80469356
"4676",960394.015952115
"4677",58594.7983838646
"4678",2025726.99198898
"4679",53136.2867825609
"4680",340033.152541923
"4681",27047571.6422529
"4682",3402080.95211527
"4683",2110200.31368105
"4684",684253.701013377
"4685",37821914.036324
"4686",2393069.59601643
"4687",5057732.27997688
"4688",56266523.5855759
"4689",2016863.79348006
"4690",1839772.2261859
"4691",6620054.8166587
"4692",3413887.57095378
"4693",1114082.06074391
"4694",1739912.18901976
"4695",11946328.4911501
"4696",19422973.9676881
"4697",65736279.9588185
"4698",529626.037630909
"4699",3697451.12590945
"4700",121874230.317021
"4701",112074214.836902
"4702",1278401.69786307
"4703",10968679.4458601
"4704",41103867.1375183
"4705",60769664.9075559
"4706",42832838.7260471
"4707",1261701.63543239
"4708",9047867.38203711
"4709",110278.650685465
"4710",181478501.836578
"4711",2810622.5122212
"4712",665364.959057069
"4713",179473429.466687
"4714",1675852.05849275
"4715",201976.205696931
"4716",314771.36709625
"4717",7450164.98916003
"4718",5782802.00724725
"4719",53863587.6155857
"4720",1941450.92247028
"4721",1709892.73328088
"4722",64550956.9741055
"4723",846458.842699524
"4724",135800014.806589
"4725",6061311.21493665
"4726",5008293.46017477
"4727",6898076.54911043
"4728",20884793.5926175
"4729",53679478.7978532
"4730",306482.490178552
"4731",33805133.9494887
"4732",402842427.890329
"4733",181095.827437847
"4734",198041830.473575
"4735",19117990.8322402
"4736",12689115.8455443
"4737",34912612.5122116
"4738",1367742.56871124
"4739",88503872.5686555
"4740",238039007.320454
"4741",248928.482558615
"4742",48303624.267536
"4743",39773.9730122436
"4744",324633.83118393
"4745",125994684.921466
"4746",23177326.5758203
"4747",13231056.1190277
"4748",26448646.6718417
"4749",3836202.81608919
"4750",1503841.58478164
"4751",14393654.0425326
"4752",1302687.40130708
"4753",4554781.62557019
"4754",517133306.386979
"4755",6379667.30236258
"4756",22732305.5556658
"4757",86425966.0502771
"4758",58656500.104838
"4759",227949676.17396
"4760",943779.713037249
"4761",5984969.27975742
"4762",1572232.48903331
"4763",169710.758806855
"4764",285580754.308609
"4765",13107224.4867343
"4766",83065917.0192396
"4767",18074207.2560906
"4768",32526049.827717
"4769",13201012.0310604
"4770",69599215.0180503
"4771",35374010.3802032
"4772",4775576.03528864
"4773",9096175.29335402
"4774",1937861.5633996
"4775",151080.763843094
"4776",230117.671495243
"4777",165277660.331173
"4778",36534255.443076
"4779",591492.962104633
"4780",151855973.452894
"4781",69532.3086378573
"4782",14347672.3163922
"4783",4054093.54652973
"4784",9086452.94378013
"4785",19453573.0283601
"4786",46710699.2168121
"4787",82220557.2706499
"4788",18562566.7242839
"4789",2512064.8199741
"4790",71004987.9598519
"4791",1915564.7275422
"4792",1727264.6666941
"4793",7710915.76014278
"4794",310580.947528833
"4795",1288073.43909915
"4796",3371707.15662215
"4797",527530020.627925
"4798",79913692.3121401
"4799",9408067.16985445
"4800",23213057.2079817
"4801",496267.620457668
"4802",25644854.1832392
"4803",2306821.46064024
"4804",1651998.25525046
"4805",224217.150855327
"4806",1564356.70716973
"4807",121350.525908888
"4808",482343.764890662
"4809",51645182.840359
"4810",87733.9099874638
"4811",3068875.46723165
"4812",68875830.2138552
"4813",48070336.1884662
"4814",209781.746516924
"4815",24627277.9129608
"4816",16089823.4414417
"4817",4425228.44051929
"4818",12224746.1210442
"4819",1762144.67825636
"4820",29183155.897833
"4821",1257859.98427333
"4822",304761.366710191
"4823",5454056.23605249
"4824",13835651.8781563
"4825",27659776.6749442
"4826",1303289.06470052
"4827",50431601.1577278
"4828",15840421.7111896
"4829",13740219.460674
"4830",4123723.52855043
"4831",12805928.2181487
"4832",1410336.2320929
"4833",19974877.3221628
"4834",1357062.27124961
"4835",6607739.6291199
"4836",3389161.33841298
"4837",131977464.401059
"4838",26033348.6599835
"4839",59145.3018122446
"4840",184950301.135957
"4841",309630.746726946
"4842",17543596.9642202
"4843",78598713.2867723
"4844",784941.327191038
"4845",12781630.7617041
"4846",1833592.30064483
"4847",206899469.424617
"4848",46974980.1158546
"4849",233349110.703588
"4850",16614396.1044285
"4851",55578.2448194976
"4852",331396.424797452
"4853",18037092.5227351
"4854",11007031.8059032
"4855",44025578.4192872
"4856",5103861.6092741
"4857",9668743.90045837
"4858",11476964.6452144
"4859",859240.344082756
"4860",351582663.640574
"4861",82521561.2368361
"4862",115231701.293058
"4863",146699571.022992
"4864",48685178.3429639
"4865",21158986.0462592
"4866",7592017.11609899
"4867",62063823.3717655
"4868",935604.40216951
"4869",449756.358178668
"4870",8543145.31445051
"4871",18277311.0306786
"4872",801734.88173006
"4873",5864751.47652156
"4874",80906109.6058096
"4875",15167589.1500712
"4876",23715616.4166519
"4877",19517707.696177
"4878",3027090.45144604
"4879",13857966.6278577
"4880",9215651.83759945
"4881",1869850.86373477
"4882",12256903.6307409
"4883",36189794.1711669
"4884",46868175.7533484
"4885",2451224.63021487
"4886",18308578.9090694
"4887",699929.708716517
"4888",1608964.50122601
"4889",1375705.476207
"4890",96992614.0657822
"4891",141120.30975242
"4892",2728037.06310599
"4893",44805398.2625953
"4894",4297567.02447395
"4895",1553413.12640538
"4896",3641056.22732404
"4897",1699699.77019652
"4898",133432426.305484
"4899",64217793.5171068
"4900",120695328.734209
"4901",33601174.5637838
"4902",944233.426383506
"4903",1040954.15527792
"4904",210972787.340794
"4905",3473422.13252629
"4906",415408.395226914
"4907",339234170.231063
"4908",8420802.82193778
"4909",50250383.1724092
"4910",13555575.9420567
"4911",17539721.4236335
"4912",16900492.5049084
"4913",6572061.75220974
"4914",39963552.8573251
"4915",61419556.4141473
"4916",7150330.99347804
"4917",6021489.54100555
"4918",110418023.94773
"4919",19813676.1657024
"4920",14578517.8893457
"4921",43844740.0062456
"4922",16650562.5048745
"4923",548263.196555646
"4924",53205715.6114679
"4925",62878395.5513383
"4926",221500.939031238
"4927",14041073.0499669
"4928",9035052.56592098
"4929",777269.023991177
"4930",6268952.96336476
"4931",10130468.5580894
"4932",517282.012519242
"4933",104579756.009696
"4934",2381855.15874132
"4935",297077640.84024
"4936",3693136.63191406
"4937",390116.832989322
"4938",6675086.67290738
"4939",247475.07575615
"4940",792365.709358432
"4941",7482398.35240928
"4942",1197901.31389057
"4943",72045199.5217682
"4944",40653901.6745283
"4945",2209183.39734333
"4946",2100319.3086849
"4947",844725.241030934
"4948",1010223.11067594
"4949",13811941.7245294
"4950",57414453.945852
"4951",9719319.03808938
"4952",7899063.56740837
"4953",43250106.5172786
"4954",16028404.4257622
"4955",318159.470623539
"4956",845660.685873261
"4957",42293371.4412261
"4958",4386789.07028067
"4959",3534780.64779794
"4960",3772147.73216893
"4961",88262678.4046546
"4962",5846486.69377141
"4963",6575157.24804168
"4964",362915.365369124
"4965",234785.515224632
"4966",3564559.57104797
"4967",37216670.8701239
"4968",9758674.45569828
"4969",28975.2330317763
"4970",372771.70745835
"4971",47204907.5475988
"4972",2110413.89719398
"4973",1099097.31300186
"4974",61652096.0598049
"4975",2969112.07584013
"4976",657255.739283668
"4977",40429559.0998241
"4978",768479.926683414
"4979",3086578.24852354
"4980",7284689.32841687
"4981",2947567.80967539
"4982",47637170.2019946
"4983",138429.523023881
"4984",20088665.3245586
"4985",261920951.413263
"4986",129237.120335689
"4987",592180.539450699
"4988",1515284.42638829
"4989",14650874.3870873
"4990",157841.230255525
"4991",6018692.24438017
"4992",112655984.436268
"4993",1220222.2096985
"4994",62021028.5153352
"4995",364597.656729371
"4996",11055720.0312362
"4997",69447805.101327
"4998",8178395.44819277
"4999",56878425.0546949
"5000",139037291.000649
"5001",215967597.877692
"5002",173786869.390343
"5003",29334539.3884163
"5004",11959316.111765
"5005",18707663.514061
"5006",239482181.041761
"5007",21394837.5512973
"5008",149399786.557584
"5009",18007610.3544893
"5010",2440838.09785235
"5011",6044076.34606886
"5012",30375625.1879299
"5013",4004916.59244279
"5014",22216030.4639242
"5015",9508123.03023665
"5016",79049887.4610628
"5017",2909594.23369727
"5018",9343764.88283363
"5019",39683707.5318873
"5020",1878133.93603662
"5021",76548.5867542551
"5022",28772344.4489612
"5023",1835749.90949878
"5024",66536661.7684356
"5025",372467.84606106
"5026",64968569.9319182
"5027",19069093.6204781
"5028",48614660.4750762
"5029",38221169.1371574
"5030",5894701.66027158
"5031",1529963.68392823
"5032",108529583.239268
"5033",886968.528641845
"5034",2965094.69986792
"5035",209251.935650108
"5036",7670604.93131083
"5037",12154132.2645988
"5038",129140008.176621
"5039",300165.451008039
"5040",45874301.4176661
"5041",24585206.8431332
"5042",5869721.34431916
"5043",12001537.8289982
"5044",105082203.780001
"5045",1113640.34991457
"5046",1986307.77536259
"5047",478962.686757217
"5048",209647.410697739
"5049",62121745.2258566
"5050",252508.39529854
"5051",138865222.255832
"5052",138126439.92318
"5053",12083811.3010372
"5054",29348584.1868126
"5055",8487800.81048144
"5056",904417.008832134
"5057",13482032.5055749
"5058",4603241.27284335
"5059",16145066.3996048
"5060",96819508.2228109
"5061",34361437.2765638
"5062",480940.342059241
"5063",77966.2748724287
"5064",46144499.119734
"5065",1936181.73763977
"5066",9249164.54072099
"5067",30083550.2666174
"5068",5664187.2385916
"5069",55331589.3039192
"5070",1626687.09999211
"5071",62303532.6508072
"5072",76779990.2390632
"5073",5657373.37387008
"5074",2065189.5096773
"5075",2028281.49149223
"5076",20581416.9189205
"5077",99355407.0599912
"5078",6055689.73280575
"5079",3216754.1918948
"5080",59562835.0762425
"5081",27174514.7004903
"5082",7933757.0591088
"5083",386660.912837399
"5084",9318912.97517845
"5085",682894.994240783
"5086",3876504.51620893
"5087",1223906.20206606
"5088",1891218.29513518
"5089",1887645.60469905
"5090",2270821.09685075
"5091",7268390.72492976
"5092",14265944.2001369
"5093",27347278.6957125
"5094",30522286.6585851
"5095",100275050.58566
"5096",8348603.6263023
"5097",188926.657928369
"5098",626749.998345899
"5099",2105786.08899923
"5100",664349.798070596
"5101",563060.276297441
"5102",5072247.33182047
"5103",795871.384922165
"5104",17936005.3132574
"5105",1161945.92238563
"5106",1282345.93063521
"5107",1455441.37811011
"5108",16064828.6897434
"5109",509387.746818798
"5110",13219950.4253764
"5111",82217353.5858922
"5112",3437116.6464134
"5113",133635.855585468
"5114",5870909.67070591
"5115",1187129.17781814
"5116",1557384.46356177
"5117",176118067.896244
"5118",11459005.197432
"5119",43776.448123027
"5120",118995.448209524
"5121",44398943.8074658
"5122",19515746.3827098
"5123",18545798.7384441
"5124",2686256.8049734
"5125",14343305.1435609
"5126",4009173.50903489
"5127",12587907.114249
"5128",97719.4789413826
"5129",178773.970599504
"5130",31614945.7037052
"5131",5929282.85174506
"5132",42230691.1859059
"5133",91962354.5864428
"5134",81405491.2808114
"5135",145709239.017195
"5136",1230557.23340581
"5137",76798954.7241219
"5138",7539966.43148237
"5139",128899881.149255
"5140",71107967.216783
"5141",33896600.7427355
"5142",160155790.96899
"5143",42337409.192055
"5144",62628156.5189812
"5145",11872062.4788101
"5146",406953.982780661
"5147",3017510.02795266
"5148",16534649.5842566
"5149",746767.983591763
"5150",365521257.32798
"5151",228363301.342155
"5152",57770111.7155191
"5153",1828768.53485397
"5154",21780182.4231448
"5155",309891.171130502
"5156",588801610.844735
"5157",1269346.48110686
"5158",687263.648999722
"5159",54569536.2992923
"5160",9862965.40463388
"5161",1945928.55532959
"5162",74359501.6606589
"5163",71720327.8536979
"5164",403516.500783417
"5165",25894659.0352738
"5166",99144278.0027445
"5167",2123907.68869021
"5168",3960819.18822959
"5169",11377488.9040498
"5170",1317299.71047503
"5171",82340827.1664005
"5172",7006791.05728754
"5173",51191221.6987602
"5174",42973501.6275905
"5175",1907007.34662008
"5176",2487952.23743723
"5177",118062905.490268
"5178",359940813.321768
"5179",278267.253051045
"5180",11728988.2520698
"5181",421544.990112319
"5182",17266060.1435315
"5183",1213918.837311
"5184",2972892.96885409
"5185",2247927.92098203
"5186",1084878.24996351
"5187",2174287.25258219
"5188",3723116.0342728
"5189",17013025.0561882
"5190",165078129.199359
"5191",6986784.60207867
"5192",89208547.4218054
"5193",34240360.2006762
"5194",23914726.1167566
"5195",144152649.393209
"5196",49637582.7422285
"5197",7683965.25143817
"5198",26566436.5382756
"5199",10857437.2884986
"5200",5323065.42778828
"5201",17097277.7693533
"5202",1273271.98271448
"5203",414018.890711301
"5204",358299.515069663
"5205",1188057.77669277
"5206",10752190.3518055
"5207",2339811.5394757
"5208",2459869.17865219
"5209",43423692.7547229
"5210",12721753.1008547
"5211",6042500.12323382
"5212",2490854.56084931
"5213",43568299.8347651
"5214",30259.9740918126
"5215",15501977.511832
"5216",35460329.0147371
"5217",422470.335790192
"5218",3935743.65094706
"5219",1289464.95947561
"5220",44908223.205593
"5221",306172.565400376
"5222",5898843.04355294
"5223",23379849.8867821
"5224",241789.5591644
"5225",284031.223895576
"5226",17026748.9864242
"5227",567970.910512194
"5228",10255953.6077645
"5229",61614170.9246158
"5230",7187054.83808968
"5231",3671293.5531368
"5232",82089.6936043609
"5233",314524.77592653
"5234",28428982.7733251
"5235",28341437.7026379
"5236",131355298.546945
"5237",72101916.4762244
"5238",2978092.86779916
"5239",18177081.2325536
"5240",51982808.7155939
"5241",21144422.6938218
"5242",4099330.02562345
"5243",2583533.41350151
"5244",39951014.7619429
"5245",694713.959150155
"5246",9744442.12969508
"5247",25770814.4372294
"5248",557164.257421386
"5249",49220770.134227
"5250",148333619.962063
"5251",9406409.21135742
"5252",84543.3143035631
"5253",1353482.24165911
"5254",465227.018333344
"5255",44313948.3085406
"5256",11918203.6500841
"5257",334442.313213596
"5258",563442.963828658
"5259",33240059.7009417
"5260",3105779.97089976
"5261",34379528.9186846
"5262",4605032.80401243
"5263",25954621.7936015
"5264",1364816.68295034
"5265",2271632.33080153
"5266",19580580.7504212
"5267",843082.105153738
"5268",3672233.92294849
"5269",70511063.5136126
"5270",26569566.9898216
"5271",8510011.87508712
"5272",60201044.8646605
"5273",363752.965164908
"5274",16284503.5671682
"5275",20491702.5014679
"5276",2487552.05328339
"5277",892513.849793071
"5278",8030197.86380972
"5279",7484293.92295112
"5280",459161.506980993
"5281",8031414.16024084
"5282",13253526.41804
"5283",675482.027701443
"5284",3239240.32681851
"5285",56666025.5029817
"5286",7483412.87289831
"5287",3032785.12293344
"5288",248890.604561331
"5289",16213240.0725987
"5290",125633361.479623
"5291",364531408.196506
"5292",75389937.8556263
"5293",114703167.891346
"5294",346389.183708967
"5295",418425713.831285
"5296",2900015.95024291
"5297",25771414.644114
"5298",104905135.952941
"5299",2041146.08914468
"5300",1177806.84401709
"5301",1812059.3463148
"5302",21571078.6736866
"5303",1980764.58046068
"5304",3180100.64048139
"5305",1245826.20441744
"5306",56773444.4062795
"5307",115490724.573137
"5308",195310.77336884
"5309",152154.289293011
"5310",78822572.1561847
"5311",4055446.08134116
"5312",162065026.84815
"5313",448198694.410741
"5314",57080054.7640025
"5315",582051.159270256
"5316",5745957.22608485
"5317",8278379.11738401
"5318",7941692.50212999
"5319",3312997.06856231
"5320",12240249.1145048
"5321",36139477.2758224
"5322",491301.289853714
"5323",96591511.3147187
"5324",14160493.4220832
"5325",2825732.90810818
"5326",7436220.59186712
"5327",59430949.8168663
"5328",2997469.34558495
"5329",2288548.82040647
"5330",170095083.082074
"5331",257592.005669015
"5332",980790.305400888
"5333",33404372.6824899
"5334",15011561.0620608
"5335",1668407.80446194
"5336",5992841.23020775
"5337",440426.808337239
"5338",37642193.6400273
"5339",4050544.59849238
"5340",5246210.95113243
"5341",117129638.41442
"5342",56036841.1776333
"5343",15050871.5665264
"5344",47369180.588866
"5345",73771.4859080939
"5346",77255340.1337143
"5347",161876.237080751
"5348",5256996.19799802
"5349",283839.802952807
"5350",449345.274213584
"5351",57897548.2434888
"5352",1236572.03137869
"5353",9372317.46702771
"5354",63582054.0536429
"5355",67707830.7827165
"5356",12901037.9054552
"5357",1443184.13483073
"5358",10018254.369012
"5359",7492831.94325562
"5360",84772907.1624464
"5361",2639449.14641852
"5362",701695.926830874
"5363",20231559.1734802
"5364",51857.3351160823
"5365",59201594.9561673
"5366",39827337.0296614
"5367",51555322.6054173
"5368",6199068.01858431
"5369",211650931.36762
"5370",23562410.7901179
"5371",20441973.4388822
"5372",404324860.107641
"5373",7382588.44965172
"5374",50664484.4547671
"5375",65922077.9010559
"5376",82494920.1164938
"5377",4579191.99727484
"5378",979457.18982683
"5379",7894853.16026259
"5380",24917356.8059337
"5381",42871873.039026
"5382",118365436.891955
"5383",135532.939982542
"5384",155373353.382759
"5385",68725498.4274979
"5386",4389328.54337636
"5387",2281256.04280168
"5388",119430867.719824
"5389",9830139.58470345
"5390",3793935.94526464
"5391",29415362.4654196
